Title,Date,Link,Company
Social Media Content Moderator – Oromo & English at Majorel Kenya, 31/Jan/2023,https://jobwebkenya.com/jobs/social-media-content-moderator-oromo-english-majorel-kenya/,Majorel Kenya
Social Media Content Moderator – Somali & English at Majorel Kenya, 31/Jan/2023,https://jobwebkenya.com/jobs/social-media-content-moderator-somali-english-majorel-kenya/,Majorel Kenya
Social Media Content Moderator – Swahili & English at Majorel Kenya, 31/Jan/2023,https://jobwebkenya.com/jobs/social-media-content-moderator-swahili-english-majorel-kenya/,Majorel Kenya
Global Learning and Development Senior Advisor at Christian Blind Mission (CBM), 31/Jan/2023,https://jobwebkenya.com/jobs/global-learning-development-senior-advisor-christian-blind-mission-cbm/,Christian Blind Mission (CBM)
CRM Developer at NCBA Group, 31/Jan/2023,https://jobwebkenya.com/jobs/crm-developer-ncba-group-2/,NCBA Group
Underwriting Officer at NCBA Group, 31/Jan/2023,https://jobwebkenya.com/jobs/underwriting-officer-ncba-group/,NCBA Group
"Senior Manager, Bank Applications at NCBA Group", 31/Jan/2023,https://jobwebkenya.com/jobs/senior-manager-bank-applications-ncba-group/,NCBA Group
SAP Analyst at NCBA Group, 31/Jan/2023,https://jobwebkenya.com/jobs/sap-analyst-ncba-group/,NCBA Group
Data Quality Lead at NCBA Group, 31/Jan/2023,https://jobwebkenya.com/jobs/data-quality-lead-ncba-group/,NCBA Group
ICT-NOC Intern at Equity Bank Kenya, 31/Jan/2023,https://jobwebkenya.com/jobs/ict-noc-intern-equity-bank-kenya/,Equity Bank Kenya
"Senior Monitoring, Evaluation & Learning Advisor at Simavi", 31/Jan/2023,https://jobwebkenya.com/jobs/senior-monitoring-evaluation-learning-advisor-simavi/,Simavi
Marketing Intern – 2 Positions at City Eye Hospital, 31/Jan/2023,https://jobwebkenya.com/jobs/marketing-intern-2-positions-city-eye-hospital/,City Eye Hospital
Knowledge Management Intern at UN Women, 31/Jan/2023,https://jobwebkenya.com/jobs/knowledge-management-intern-un-women/,UN Women
Claims & Reconciliation Coordinator at Q-Sourcing Servtec Group, 31/Jan/2023,https://jobwebkenya.com/jobs/claims-reconciliation-coordinator-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
Senior Protection Assistant at United Nations High Commissioner for Refugees (UNHCR), 31/Jan/2023,https://jobwebkenya.com/jobs/senior-protection-assistant-united-nations-high-commissioner-refugees-unhcr/,United Nations High Commissioner for Refugees (UNHCR)
Regional Supply Chain Coordinator at Danish Refugee Council (DRC), 31/Jan/2023,https://jobwebkenya.com/jobs/regional-supply-chain-coordinator-danish-refugee-council-drc/,Danish Refugee Council (DRC)
Field Sales Pharma at Ilara Health, 31/Jan/2023,https://jobwebkenya.com/jobs/field-sales-pharma-ilara-health/, Ilara Health
Sales Agent Supervisor at Ilara Health, 31/Jan/2023,https://jobwebkenya.com/jobs/sales-agent-supervisor-ilara-health/,Ilara Health
Senior Associate – Agriculture at Busara Center, 31/Jan/2023,https://jobwebkenya.com/jobs/senior-associate-agriculture-busara-center/,Busara Center
Stock Controller at M-Kopa Solar, 31/Jan/2023,https://jobwebkenya.com/jobs/stock-controller-m-kopa-solar/,M-Kopa Solar
"Team Assistant, Africa at Childrens Investment Fund Foundation (CIFF)", 31/Jan/2023,https://jobwebkenya.com/jobs/team-assistant-africa-childrens-investment-fund-foundation-ciff/,Childrens Investment Fund Foundation (CIFF)
Team Assistant at Childrens Investment Fund Foundation (CIFF), 31/Jan/2023,https://jobwebkenya.com/jobs/team-assistant-childrens-investment-fund-foundation-ciff-2/,
Evaluation Consultant for Terminal Evaluation of the UNEP Project at United Nations Environment Programme (UNEP), 31/Jan/2023,https://jobwebkenya.com/jobs/evaluation-consultant-terminal-evaluation-unep-project-united-nations-environment-programme-unep-2/,United Nations Environment Programme (UNEP)
Senior Administrative Assistant at United Nations Environment Programme (UNEP), 31/Jan/2023,https://jobwebkenya.com/jobs/senior-administrative-assistant-united-nations-environment-programme-unep-3/,United Nations Environment Programme (UNEP)
"Senior Administrative Assistant, G7 – Temporary at United Nations Environment Programme (UNEP)", 31/Jan/2023,https://jobwebkenya.com/jobs/senior-administrative-assistant-g7-temporary-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
Administrative Officer – Temporary at United Nations Environment Programme (UNEP), 31/Jan/2023,https://jobwebkenya.com/jobs/administrative-officer-temporary-united-nations-environment-programme-unep/,United Nations Environment Programme (UNEP)
Consultant – Global Health Cluster Focal Point for Inter-Sectoral Collaboration at World Health Organization (WHO), 30/Jan/2023,https://jobwebkenya.com/jobs/consultant-global-health-cluster-focal-point-inter-sectoral-collaboration-world-health-organization/,World Health Organization (WHO)
Consultant at EngenderHealth, 30/Jan/2023,https://jobwebkenya.com/jobs/consultant-at-engenderhealth/,EngenderHealth
Lead Generator (C&B) at Absa Bank Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/lead-generator-cb-absa-bank-limited/,Absa Bank Limited
Growth Senior Associate – Helium Credit at Helium Health, 30/Jan/2023,https://jobwebkenya.com/jobs/growth-senior-associate-helium-credit-helium-health/,Helium Health
Credit & Operations Senior Analyst at Helium Health, 30/Jan/2023,https://jobwebkenya.com/jobs/credit-operations-senior-analyst-helium-health/,Helium Health
Sales Representatives at iHuman Resource Consulting Ltd (iHR), 30/Jan/2023,https://jobwebkenya.com/jobs/sales-representatives-ihuman-resource-consulting-ltd-ihr/,iHuman Resource Consulting Ltd (iHR)
French Teacher at Shining Hope For Communities, 30/Jan/2023,https://jobwebkenya.com/jobs/french-teacher-shining-hope-communities/,Shining Hope For Communities
Submit CV’s – New Recruitment at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-kericho-county-4/,Kericho County
Records Management Officer III (1 Post) -Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/records-management-officer-iii-1-post-internship-kericho-county/,Kericho County
Records Management Officer II – (2 Posts) Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/records-management-officer-ii-2-posts-internship-kericho-county/,Kericho County
Civilian Security (Assistant Security Officers) (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/civilian-security-assistant-security-officers-2-posts-internship-kericho-county/,Kericho County
Fire Officer II (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/fire-officer-ii-2-posts-internship-kericho-county/,Kericho County
Disaster Management Officers (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/disaster-management-officers-2-posts-internship-kericho-county/,Kericho County
Trade Development Officer II (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/trade-development-officer-ii-2-posts-internship-kericho-county/,Kericho County
Weights and Measures Officers (3 posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/weights-measures-officers-3-posts-internship-kericho-county/,Kericho County
Weights and Measures Assistant III (3 posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/weights-measures-assistant-iii-3-posts-internship-kericho-county/,Kericho County
Tourism Officer II (3 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/tourism-officer-ii-3-posts-internship-kericho-county/,Kericho County
Education Officers (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/education-officers-2-posts-internship-kericho-county/,Kericho County
Cultural Officer/Curators (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/cultural-officercurators-2-posts-internship-kericho-county/,Kericho County
Assistant Engineer II (Roads) (1 Post)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/assistant-engineer-ii-roads-1-post-internship-kericho-county/,Kericho County
Assistant Engineer II (Civil/Bridges)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/assistant-engineer-ii-civilbridges-internship-kericho-county/,Kericho County
Works Officer (Roads Overseer) (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/works-officer-roads-overseer-2-posts-internship-kericho-county/,Kericho County
Transport Officer (Mechanical Engineer) (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/transport-officer-mechanical-engineer-2-posts-internship-kericho-county/,Kericho County
Physical Planning Officers (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/physical-planning-officers-2-posts-internship-kericho-county/,Kericho County
Land Surveyor II (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/land-surveyor-ii-2-posts-internship-kericho-county/,Kericho County
Geospatial Data Management Officers II (2 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/geospatial-data-management-officers-ii-2-posts-internship-kericho-county/,Kericho County
Charge Hand (Electrical) (6 Posts)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/charge-hand-electrical-6-posts-internship-kericho-county/,Kericho County
Engineer II (Civil/Bridges) (2 Post)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/engineer-ii-civilbridges-2-post-internship-kericho-county/,Kericho County
Materials Technician(4 Post)-Internship at Kericho County, 30/Jan/2023,https://jobwebkenya.com/jobs/materials-technician4-post-internship-kericho-county/,Kericho County
Biostatistician at Africa Mental Health Research and Training Foundation, 30/Jan/2023,https://jobwebkenya.com/jobs/biostatistician-africa-mental-health-research-training-foundation/,Africa Mental Health Research and Training Foundation
Legal Associate at World Agroforestry Centre (ICRAF), 30/Jan/2023,https://jobwebkenya.com/jobs/legal-associate-world-agroforestry-centre-icraf/,World Agroforestry Centre (ICRAF)
Resource Mobilization Officer- Kenya at World Agroforestry Centre (ICRAF), 30/Jan/2023,https://jobwebkenya.com/jobs/resource-mobilization-officer-kenya-world-agroforestry-centre-icraf/,World Agroforestry Centre (ICRAF)
IT Infrastructure and Security Specialist at World Agroforestry Centre (ICRAF), 30/Jan/2023,https://jobwebkenya.com/jobs/infrastructure-security-specialist-world-agroforestry-centre-icraf/,World Agroforestry Centre (ICRAF)
Business Manager Malaria at Novartis, 30/Jan/2023,https://jobwebkenya.com/jobs/business-manager-malaria-novartis/,Novartis
Benefits Consultant at ICEA Lion Group, 30/Jan/2023,https://jobwebkenya.com/jobs/benefits-consultant-icea-lion-group/,ICEA Lion Group
Trusts Consultant at ICEA Lion Group, 30/Jan/2023,https://jobwebkenya.com/jobs/trusts-consultant-icea-lion-group/,ICEA Lion Group
"Project Officer, Institute for Human Development at Aga Khan University (AKU)", 30/Jan/2023,https://jobwebkenya.com/jobs/project-officer-institute-human-development-aga-khan-university-aku/,Aga Khan University (AKU)
Lead Channel Sales Rep at Honeywell, 30/Jan/2023,https://jobwebkenya.com/jobs/lead-channel-sales-rep-honeywell/,Honeywell
Digital Sales & Marketing Officer at Jubilee Insurance, 30/Jan/2023,https://jobwebkenya.com/jobs/digital-sales-marketing-officer-jubilee-insurance/,Jubilee Insurance
Senior Actuarial Analyst at Jubilee Insurance, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-actuarial-analyst-jubilee-insurance/,Jubilee Insurance
Resident Consultant Ent Surgeon at Aga Khan Hospital Kisumu, 30/Jan/2023,https://jobwebkenya.com/jobs/resident-consultant-ent-surgeon-aga-khan-hospital-kisumu/,Aga Khan Hospital Kisumu
"Facilities Manager at Aga Khan Education Service, Kenya (AKESK)", 30/Jan/2023,https://jobwebkenya.com/jobs/facilities-manager-aga-khan-education-service-kenya-akesk/,"Aga Khan Education Service, Kenya (AKESK)"
Junior Accountant at Ital Global, 30/Jan/2023,https://jobwebkenya.com/jobs/junior-accountant-ital-global-2/,Ital Global
Senior Voice Engineer at Roamtech, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-voice-engineer-roamtech/,Roamtech
Sales Manager at Computer Learning Centre, 30/Jan/2023,https://jobwebkenya.com/jobs/sales-manager-computer-learning-centre/,Computer Learning Centre
Partnership Facilitator II at Compassion International, 30/Jan/2023,https://jobwebkenya.com/jobs/partnership-facilitator-ii-compassion-international/,Compassion International
QSSK-QSS-CM-Commercial Manager at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/qssk-qss-cm-commercial-manager-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
QSSK-QSS-HRM-Human Resource Manager at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/qssk-qss-hrm-human-resource-manager-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
QSSK-QSS-MMRM-Manpower/Recruitment Manager at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/qssk-qss-mmrm-manpowerrecruitment-manager-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
QSSK-LBK-DAW-Data Analyst-Warehousing at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/qssk-lbk-daw-data-analyst-warehousing-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
QSSK-LBK-DAT-Data Analyst-Transport at Q-Sourcing Servtec Group, 30/Jan/2023,https://jobwebkenya.com/jobs/qssk-lbk-dat-data-analyst-transport-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
Part Time Coaches (2 Positions) at Kirinyaga University, 30/Jan/2023,https://jobwebkenya.com/jobs/part-time-coaches-2-positions-kirinyaga-university/,Kirinyaga University
Bancassurance Operations Officer at Kingdom Bank Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/bancassurance-operations-officer-kingdom-bank-limited/,Kingdom Bank Limited
Business Support Officer at Kingdom Bank Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/business-support-officer-kingdom-bank-limited/,Kingdom Bank Limited
Business Development Manager at Frank Management Consult Ltd, 30/Jan/2023,https://jobwebkenya.com/jobs/business-development-manager-frank-management-consult-ltd-2/,Frank Management Consult Ltd
BDM (Healthcare Aid & Relief )-Re-advertised at Frank Management Consult Ltd, 30/Jan/2023,https://jobwebkenya.com/jobs/bdm-healthcare-aid-relief-re-advertised-frank-management-consult-ltd/,Frank Management Consult Ltd
Interior Designer at Frank Management Consult Ltd, 30/Jan/2023,https://jobwebkenya.com/jobs/interior-designer-frank-management-consult-ltd/,Frank Management Consult Ltd
Senior Cargo Assistant at Emirates, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-cargo-assistant-emirates/,Emirates
OpenStack Cloud Support Engineer at Ericsson, 30/Jan/2023,https://jobwebkenya.com/jobs/openstack-cloud-support-engineer-ericsson/,Ericsson
Assistant Sales Manager – Decorative Retail at Flexi-Personnel, 30/Jan/2023,https://jobwebkenya.com/jobs/assistant-sales-manager-decorative-retail-flexi-personnel/,Flexi-Personnel
Senior Officer Portfolio Monitoring at Sidian Bank, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-officer-portfolio-monitoring-sidian-bank/,Sidian Bank
Marketing & Communication Manager at Sidian Bank, 30/Jan/2023,https://jobwebkenya.com/jobs/marketing-communication-manager-sidian-bank/,Sidian Bank
Kenya Duka Officer (Rift Valley) at One Acre Fund, 30/Jan/2023,https://jobwebkenya.com/jobs/kenya-duka-officer-rift-valley-one-acre-fund/,One Acre Fund
Kenya Deputy Duka Officer (Rift Valley) at One Acre Fund, 30/Jan/2023,https://jobwebkenya.com/jobs/kenya-deputy-duka-officer-rift-valley-one-acre-fund/,One Acre Fund
Design Mechanical Engineer at ISM Africa, 30/Jan/2023,https://jobwebkenya.com/jobs/design-mechanical-engineer-ism-africa/,ISM Africa
Sports Development Officer II – (3 Posts) at Bomet County, 30/Jan/2023,https://jobwebkenya.com/jobs/sports-development-officer-ii-3-posts-bomet-county/,Bomet County
Youth Development Officer II – (3 Posts) at Bomet County, 30/Jan/2023,https://jobwebkenya.com/jobs/youth-development-officer-ii-3-posts-bomet-county/,Bomet County
"Programme Officer, BIOPAMA Action Component at International Union for Conservation of Nature", 30/Jan/2023,https://jobwebkenya.com/jobs/programme-officer-biopama-action-component-international-union-conservation-nature/,
Programme Officer – Species Conservation-SOS at International Union for Conservation of Nature, 30/Jan/2023,https://jobwebkenya.com/jobs/programme-officer-species-conservation-sos-international-union-conservation-nature/,International Union for Conservation of Nature
TOR- Consultancy to Foster Delivery of the OECM Project in DRC at International Union for Conservation of Nature, 30/Jan/2023,https://jobwebkenya.com/jobs/tor-consultancy-foster-delivery-oecm-project-drc-international-union-conservation-nature/,International Union for Conservation of Nature
Senior Finance Officer – Programmes at International Union for Conservation of Nature, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-finance-officer-programmes-international-union-conservation-nature/,
Assistant Finance Manager at Sistema Biobolsa, 30/Jan/2023,https://jobwebkenya.com/jobs/assistant-finance-manager-sistema-biobolsa/,Sistema Biobolsa
"Bilingual Senior Officer, Human Resources in Emergencies at International Federation of Red Cross and Red Crescent Societies (IFRC)", 30/Jan/2023,https://jobwebkenya.com/jobs/bilingual-senior-officer-human-resources-emergencies-international-federation-red-cross-red-crescent-societies-ifrc-2/, International Federation of Red Cross and Red Crescent Societies (IFRC)
Legal Officer at GardaWorld, 30/Jan/2023,https://jobwebkenya.com/jobs/legal-officer-gardaworld/,GardaWorld
Real estate realtors at Stellar Human Resource Solutions, 30/Jan/2023,https://jobwebkenya.com/jobs/real-estate-realtors-stellar-human-resource-solutions/,
Submit CV’s – Latest Recruitment at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-summit-recruitment-search-3/,Summit Recruitment and Search
Personal Assistant at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/personal-assistant-summit-recruitment-search-5/,Summit Recruitment and Search
Senior Research Officer at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-research-officer-summit-recruitment-search/,Summit Recruitment and Search
Human Resource Assistant at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/human-resource-assistant-summit-recruitment-search-2/,Summit Recruitment and Search
Applications Operations Manager at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/applications-operations-manager-summit-recruitment-search/,Summit Recruitment and Search
Change Manager/System Administrator at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/change-managersystem-administrator-summit-recruitment-search/,Summit Recruitment and Search
Operational Acceptance Testing (QA Tester) at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/operational-acceptance-testing-qa-tester-summit-recruitment-search/,Summit Recruitment and Search
Finance and Administrative Assistant at Summit Recruitment and Search, 30/Jan/2023,https://jobwebkenya.com/jobs/finance-administrative-assistant-summit-recruitment-search/,Summit Recruitment and Search
Decision Support Analyst Marketing at Diageo, 30/Jan/2023,https://jobwebkenya.com/jobs/decision-support-analyst-marketing-diageo/,Diageo
"Regional Operations Lead, Africa at Water.org", 30/Jan/2023,https://jobwebkenya.com/jobs/regional-operations-lead-africa-water-org/,Water.org
Maritime Law Enforcement Technical Coordinator at United Nations Office on Drugs and Crime (UNODC), 30/Jan/2023,https://jobwebkenya.com/jobs/maritime-law-enforcement-technical-coordinator-united-nations-office-drugs-crime-unodc-2/,United Nations Office on Drugs and Crime (UNODC)
Examination Officer at KCA University (KCAU), 30/Jan/2023,https://jobwebkenya.com/jobs/examination-officer-kca-university-kcau-2/,KCA University (KCAU)
Chief Investigation Officer P5 at World Food Programme (WFP), 30/Jan/2023,https://jobwebkenya.com/jobs/chief-investigation-officer-p5-world-food-programme-wfp/,World Food Programme (WFP)
Programme Policy Officer (Data Management) at World Food Programme (WFP), 30/Jan/2023,https://jobwebkenya.com/jobs/programme-policy-officer-data-management-world-food-programme-wfp/,World Food Programme (WFP)
Member of the Commission at National Police Service Commission, 30/Jan/2023,https://jobwebkenya.com/jobs/member-commission-national-police-service-commission/,National Police Service Commission
Engineering Intern at Kenya Wine Agencies Limited (KWAL), 30/Jan/2023,https://jobwebkenya.com/jobs/engineering-intern-kenya-wine-agencies-limited-kwal/,Kenya Wine Agencies Limited (KWAL)
Graduate Assistant – Senior School at St Andrew’s School, 30/Jan/2023,https://jobwebkenya.com/jobs/graduate-assistant-senior-school-st-andrews-school-4/,St Andrew’s School
Interior Designer at ISM Africa, 30/Jan/2023,https://jobwebkenya.com/jobs/interior-designer-ism-africa/,ISM Africa
Design Electrical Engineer at ISM Africa, 30/Jan/2023,https://jobwebkenya.com/jobs/design-electrical-engineer-ism-africa/,ISM Africa
Business Developer at Twiva, 30/Jan/2023,https://jobwebkenya.com/jobs/business-developer-twiva-3/,Twiva
Global Digital Trends and Insights Manager at Save the Children, 30/Jan/2023,https://jobwebkenya.com/jobs/global-digital-trends-insights-manager-save-children/,Save the Children
Global Communications Officer at Save the Children, 30/Jan/2023,https://jobwebkenya.com/jobs/global-communications-officer-save-children/,Save the Children
Global Talent Acquisition Business Partner (Maternity Cover) at Save the Children, 30/Jan/2023,https://jobwebkenya.com/jobs/global-talent-acquisition-business-partner-maternity-cover-save-children/,Save the Children
Senior Market Intelligence Specialist at World Agroforestry Centre (ICRAF), 30/Jan/2023,https://jobwebkenya.com/jobs/senior-market-intelligence-specialist-world-agroforestry-centre-icraf-2/,World Agroforestry Centre (ICRAF)
Senior Solution Architect – Fintech at Safaricom Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-solution-architect-fintech-safaricom-kenya/,Safaricom Kenya
Sales Team Leader at Verde Edge Consulting Ltd, 30/Jan/2023,https://jobwebkenya.com/jobs/sales-team-leader-verde-edge-consulting-ltd/,Verde Edge Consulting Ltd
"Operations Assistant, Service Desk at United Nations Development Programme (UNDP)", 30/Jan/2023,https://jobwebkenya.com/jobs/operations-assistant-service-desk-united-nations-development-programme-undp-2/,United Nations Development Programme (UNDP)
Team Leader – Regional to Undertake LEAP End of Programme Evaluation at United Nations Development Programme (UNDP), 30/Jan/2023,https://jobwebkenya.com/jobs/team-leader-regional-undertake-leap-end-programme-evaluation-united-nations-development-programme-undp/,United Nations Development Programme (UNDP)
Power Services Billing Leader at GE Healthcare, 30/Jan/2023,https://jobwebkenya.com/jobs/power-services-billing-leader-ge-healthcare-2/,GE Healthcare
Data Entry Clerk – Mombasa at Ilara Health, 30/Jan/2023,https://jobwebkenya.com/jobs/data-entry-clerk-mombasa-ilara-health/,Ilara Health
Data Entry Clerk – Kisumu at Ilara Health, 30/Jan/2023,https://jobwebkenya.com/jobs/data-entry-clerk-kisumu-ilara-health/,Ilara Health
Data Entry Clerk – Nairobi at Ilara Health, 30/Jan/2023,https://jobwebkenya.com/jobs/data-entry-clerk-nairobi-ilara-health/,Ilara Health
Fieldworkers – 2 Positions at Kenya Medical Research Institute – KEMRI, 30/Jan/2023,https://jobwebkenya.com/jobs/fieldworkers-2-positions-kenya-medical-research-institute-kemri/,Kenya Medical Research Institute – KEMRI
Human Resource Assistant at Institute of Advanced Technology Limited, 30/Jan/2023,https://jobwebkenya.com/jobs/human-resource-assistant-institute-advanced-technology-limited/,Institute of Advanced Technology Limited
High School Music Teaching Assistant at The International School of Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/high-school-music-teaching-assistant-international-school-kenya/,The International School of Kenya
Arts Centre Supervisor at The International School of Kenya, 30/Jan/2023,https://jobwebkenya.com/jobs/arts-centre-supervisor-international-school-kenya/,The International School of Kenya
"Advancement Office, Administrative Assistant at The International School of Kenya", 30/Jan/2023,https://jobwebkenya.com/jobs/advancement-office-administrative-assistant-international-school-kenya/,The International School of Kenya
"Associate, HR Department at Aga Khan University Hospital", 30/Jan/2023,https://jobwebkenya.com/jobs/associate-hr-department-aga-khan-university-hospital/,Aga Khan University Hospital
"Manager Employee Relations, HR Shared Services at Aga Khan University Hospital", 30/Jan/2023,https://jobwebkenya.com/jobs/manager-employee-relations-hr-shared-services-aga-khan-university-hospital/,Aga Khan University Hospital
Logistics Officer at Eagle HR Consultants, 30/Jan/2023,https://jobwebkenya.com/jobs/logistics-officer-eagle-hr-consultants/,Eagle HR Consultants
Head of Transport at Eagle HR Consultants, 30/Jan/2023,https://jobwebkenya.com/jobs/head-transport-eagle-hr-consultants/,Eagle HR Consultants
Head of Human Resource – 2 Positions at Eagle HR Consultants, 30/Jan/2023,https://jobwebkenya.com/jobs/head-human-resource-2-positions-eagle-hr-consultants/,Eagle HR Consultants
Building Operations Manager at Alpha Mead Group, 30/Jan/2023,https://jobwebkenya.com/jobs/building-operations-manager-alpha-mead-group/,Alpha Mead Group
Integrated Building Management System (IBMS) Operator at Alpha Mead Group, 30/Jan/2023,https://jobwebkenya.com/jobs/integrated-building-management-system-ibms-operator-alpha-mead-group/,Alpha Mead Group
Senior Business Developer at Corporate Staffing, 30/Jan/2023,https://jobwebkenya.com/jobs/senior-business-developer-corporate-staffing-2/,Corporate Staffing
at Corporate Staffing, 30/Jan/2023,https://jobwebkenya.com/jobs/at-corporate-staffing-3/,Corporate Staffing
Family Strengthening Coordinator at SOS Children’s Villages, 30/Jan/2023,https://jobwebkenya.com/jobs/family-strengthening-coordinator-sos-childrens-villages/,SOS Children’s Villages
"Environment, Health and Safety Officer at Aga Khan Hospital Kisumu", 30/Jan/2023,https://jobwebkenya.com/jobs/environment-health-safety-officer-aga-khan-hospital-kisumu/,Aga Khan Hospital Kisumu
Africa Blue Carbon Specialist at Nature Conservancy, 30/Jan/2023,https://jobwebkenya.com/jobs/africa-blue-carbon-specialist-nature-conservancy/,Nature Conservancy
Fisheries Specialist – Western Indian Ocean (WIO) at Nature Conservancy, 30/Jan/2023,https://jobwebkenya.com/jobs/fisheries-specialist-western-indian-ocean-wio-nature-conservancy/,Nature Conservancy
Audit Internship Opportunity at Ernst & Young, 30/Jan/2023,https://jobwebkenya.com/jobs/audit-internship-opportunity-ernst-young/,Ernst & Young
Submit CV’s – New Recruitment at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-equity-afia-medical-centre-kiserian-8/,Equity Afia Medical Centre – KISERIAN
Medical Officer – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/medical-officer-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Dentist – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/dentist-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Pharmaceutical Technologist – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/pharmaceutical-technologist-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Laboratory Technologist – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/laboratory-technologist-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Nurse – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/nurse-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Front Office Receptionist – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/front-office-receptionist-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Business Development Executive – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/business-development-executive-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
Administrator – Malindi at Equity Afia Medical Centre – KISERIAN, 30/Jan/2023,https://jobwebkenya.com/jobs/administrator-malindi-equity-afia-medical-centre-kiserian/,Equity Afia Medical Centre – KISERIAN
